Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Tunisia,TUN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,17.15
Tunisia,TUN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Turkiye,TUR,Population density (people per sq. km of land area),EN.POP.DNST,108.469893325364
Turkiye,TUR,"Population, total",SP.POP.TOTL,83481684
Turkiye,TUR,Population in largest city,EN.URB.LCTY,14967667
Turkiye,TUR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,13.67
Turkiye,TUR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,96.7422103881836
Turkmenistan,TKM,Population density (people per sq. km of land area),EN.POP.DNST,13.1049730810972
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,6158420
Turkmenistan,TKM,Population in largest city,EN.URB.LCTY,828065
Turkmenistan,TKM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Turkmenistan,TKM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Turks and Caicos Islands,TCA,Population density (people per sq. km of land area),EN.POP.DNST,45.3473684210526
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,43080
Turks and Caicos Islands,TCA,Population in largest city,EN.URB.LCTY,..
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Turks and Caicos Islands,TCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Tuvalu,TUV,Population density (people per sq. km of land area),EN.POP.DNST,365.2
Tuvalu,TUV,"Population, total",SP.POP.TOTL,10956
Tuvalu,TUV,Population in largest city,EN.URB.LCTY,..
Tuvalu,TUV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Tuvalu,TUV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Uganda,UGA,Population density (people per sq. km of land area),EN.POP.DNST,214.188509874327
Uganda,UGA,"Population, total",SP.POP.TOTL,42949080
Uganda,UGA,Population in largest city,EN.URB.LCTY,3137690
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Uganda,UGA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Ukraine,UKR,Population density (people per sq. km of land area),EN.POP.DNST,76.6071850189852
Ukraine,UKR,"Population, total",SP.POP.TOTL,44386203
Ukraine,UKR,Population in largest city,EN.URB.LCTY,2973335
Ukraine,UKR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.19
Ukraine,UKR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
United Arab Emirates,ARE,Population density (people per sq. km of land area),EN.POP.DNST,129.705111236271
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,9211657
United Arab Emirates,ARE,Population in largest city,EN.URB.LCTY,2833079
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.33
United Arab Emirates,ARE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,97.7825088500977
United Kingdom,GBR,Population density (people per sq. km of land area),EN.POP.DNST,276.263080229819
United Kingdom,GBR,"Population, total",SP.POP.TOTL,66836327
United Kingdom,GBR,Population in largest city,EN.URB.LCTY,9176530
United Kingdom,GBR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.74
United Kingdom,GBR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,35.8931756713915
United States,USA,"Population, total",SP.POP.TOTL,328329953
United States,USA,Population in largest city,EN.URB.LCTY,18804722
United States,USA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.67
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,19.588669866301
Uruguay,URY,"Population, total",SP.POP.TOTL,3428409
Uruguay,URY,Population in largest city,EN.URB.LCTY,1744700
Uruguay,URY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.73
Uruguay,URY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,98.7703475952148
Uzbekistan,UZB,Population density (people per sq. km of land area),EN.POP.DNST,76.2228325634711
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,33580350
Uzbekistan,UZB,Population in largest city,EN.URB.LCTY,2490334
Uzbekistan,UZB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.98
Uzbekistan,UZB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.9999465942383
Vanuatu,VUT,Population density (people per sq. km of land area),EN.POP.DNST,24.9716160787531
Vanuatu,VUT,"Population, total",SP.POP.TOTL,304404
Vanuatu,VUT,Population in largest city,EN.URB.LCTY,..
Vanuatu,VUT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.44
Vanuatu,VUT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Venezuela, RB",VEN,Population density (people per sq. km of land area),EN.POP.DNST,32.8458511422255
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,28971683
"Venezuela, RB",VEN,Population in largest city,EN.URB.LCTY,2935501
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
"Venezuela, RB",VEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Viet Nam,VNM,Population density (people per sq. km of land area),EN.POP.DNST,305.577071681306
Viet Nam,VNM,"Population, total",SP.POP.TOTL,95776716
Viet Nam,VNM,Population in largest city,EN.URB.LCTY,8371428
Viet Nam,VNM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.68
Viet Nam,VNM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,95.7538681030273
Virgin Islands (U.S.),VIR,Population density (people per sq. km of land area),EN.POP.DNST,304.768571428571
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,106669
Virgin Islands (U.S.),VIR,Population in largest city,EN.URB.LCTY,..
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Virgin Islands (U.S.),VIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
West Bank and Gaza,PSE,Population density (people per sq. km of land area),EN.POP.DNST,778.290033222591
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,4685306
West Bank and Gaza,PSE,Population in largest city,EN.URB.LCTY,693323
West Bank and Gaza,PSE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,25.34
West Bank and Gaza,PSE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,97.3782577514648
"Yemen, Rep.",YEM,Population density (people per sq. km of land area),EN.POP.DNST,59.7509157717295
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,31546691
"Yemen, Rep.",YEM,Population in largest city,EN.URB.LCTY,2874373
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
"Yemen, Rep.",YEM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Zambia,ZMB,Population density (people per sq. km of land area),EN.POP.DNST,24.7252142213374
Zambia,ZMB,"Population, total",SP.POP.TOTL,18380477
Zambia,ZMB,Population in largest city,EN.URB.LCTY,2646619
Zambia,ZMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.54
Zambia,ZMB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Zimbabwe,ZWE,Population density (people per sq. km of land area),EN.POP.DNST,39.6913739175391
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,15354608
Zimbabwe,ZWE,Population in largest city,EN.URB.LCTY,1521311
Zimbabwe,ZWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.37
Zimbabwe,ZWE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 10/26/2023,,,,
